sample_id,dataset_part,source,url,published_at,published_year,published_month,title,text_fragment,entity_mention,entity_norm,risk_type_candidate,found_risk_keywords,risk_type,entity_relevance,alert_flag,alert_reason,label_quality,risk_score_v1,split,review_status,review_comment
sample_000118,natural_sample,lenta,https://lenta.ru/news/2013/11/29/drevprom/,1385683200,2013,11,Банкиры пожаловались в ЦБ на новую финансовую пирамиду,"Банкиры пожаловались в ЦБ на новую финансовую пирамиду Финансовая группа «Лайф», в которую входит Пробизнесбанк, обнаружила у себя около двух тысяч заемщиков, обратившихся в «Древпром». У «ВТБ 24» несколько тысяч таких клиентов. 27 ноября руководители нескольких отделений «Древпрома» в Оренбурге сообщили, что головной офис прекратил выплаты по одним кредитам и задерживает перечисление средств по другим.",ВТБ,ВТБ,customer_complaints,пожаловались,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000284,natural_sample,ods_tass,https://tass.ru/ekonomika/5956203,1545867639,2018,12,Эксперты: закон о финконсультировании приведет к удорожанию услуг советников и брокеров,"Эксперты: закон о финконсультировании приведет к удорожанию услуг советников и брокеров При этом, по его словам, для БКС введение закона не станет новой точкой роста выручки. nВице-президент, директор по разработке новых продуктов ""Тинькофф банка"" Александр Емешев, напротив, не согласен с тем, что закон способствует удорожанию услуг по финансовому консультированию. По его мнению, ""конкуренция за потребителя финансовых услуг усилится, а, значит, и услуги инвест-консультантов для индивидуальных инвесторов станут еще более доступными"".",Тинькофф,Т-Банк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000448,natural_sample,buriy,http://www.ura.ru/content/primenews/25-08-2014/news/1052188320.html,1408951200,2014,8,На&nbsp;зависть Сечину. Правительство отдает попавшим под санкции банкам почти 240&nbsp;миллиардов. ДОКУМЕНТ,На&nbsp;зависть Сечину. Правительство отдает попавшим под санкции банкам почти 240&nbsp;миллиардов. ДОКУМЕНТ Банку ВТБ и Россельхозбанку окажут солидную финансовую поддержку. Совокупно кредитным организациям выделяется 239 млрд рублей из Фонда национального благосостояния — соответствующий документ за подписью премьер-министра Дмитрия Медведева опубликован на официальном сайте правительства.,ВТБ,ВТБ,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с ВТБ.",ok,95,train,manual_checked,
sample_000208,natural_sample,ods_tass,https://tass.ru/ekonomika/1639221,1418312539,2014,12,"Средняя максимальная ставка по рублевым вкладам в первой декаде декабря выросла до 10,58%","Средняя максимальная ставка по рублевым вкладам в первой декаде декабря выросла до 10,58% Регулятор рекомендует банкам привлекать средства населения не дороже чем значение этой ставки плюс 2% пункта. nВ число банков, по которым проводится мониторинг максимальной ставки по вкладам, входят Сбербанк России, ВТБ24, Банк Москвы, Райффайзенбанк, Газпромбанк, Ханты-Мансийский банк ""Открытие"", Альфа-банк, ХКФ-банк, Промсвязьбанк и Россельхозбанк.",Райффайзенбанк,Райффайзенбанк,legal_regulatory,регулятор,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000361,natural_sample,buriy,http://top.rbc.ru/finances/15/07/2015/55a689959a7947f55e7b439f,1436980550,2015,7,ЦБ впервые назвал десятку системно значимых банков,"ЦБ впервые назвал десятку системно значимых банков Фото: Екатерина Кузьмина/РБК К банкам, оказывающим особое влияние на всю систему, регулятор, согласно сообщению его пресс-службы от 15 июля 2015 года, причислил Сбербанк, ВТБ, Россельхозбанк, Газпромбанк, ЮниКредит Банк, Райффайзенбанк, Росбанк, Альфа-банк, ФК «Открытие» и Промсвязьбанк. Это крупнейшие банки по размеру активов.",Росбанк,Росбанк,legal_regulatory,регулятор,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000083,natural_sample,taiga_fontanka,http://www.fontanka.ru/2013/03/07/085/,1362659580,2013,3,«Бриллиант» Пугачевой отправляется в суд,"«Бриллиант» Пугачевой отправляется в суд Для строительства планируется привлечь деньги инвесторов и заемные средства. Евгений Филькенштейн подчеркнул, что сейчас ведутся переговоры с крупнейшими зарубежными и российскими банками, заинтересованность в проекте высказал Сбербанк. Софья Вертипорох, «Фонтанка. ру»",Сбербанк,Сбербанк,legal_regulatory,суд,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000110,natural_sample,lenta,https://lenta.ru/news/2019/02/12/a_nu_idi_syuda/,1549929600,2019,2,Беглых олигархов пообещали достать за рубежом,"Беглых олигархов пообещали достать за рубежом БНА был образован летом прошлого года на базе проходящего санацию (процедуру финансового оздоровления) банка «Траст». Его задача заключается в выкупе некачественных активов (кредитов и пакетов акций) у трех банков, тоже проходящих санацию ЦБ — «ФК Открытие», Бинбанка и Промсвязьбанка — и взыскании задолженности по ним. Претензии к O1 Group (владеет строительными компаниями и негосударственными пенсионными фондами) касаются сделок по приобретению облигаций «О1 Груп Финанс» (дочерней компании O1 Group).",ФК Открытие,Банк Открытие,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000566,risk_enriched_sample,lenta,https://lenta.ru/news/2018/04/09/sberbank_/,1523232000,2018,4,Сбербанк оценил ущерб от санкций США,"Сбербанк оценил ущерб от санкций США Сбербанк оценил риски для российских компаний, подпавших под новые санкции Минфина США. Об этом зампред правления госбанка Александр Морозов рассказал газете «Ведомости», принадлежащей семье Демьяна Кудрявцева.",Сбербанк,Сбербанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Сбербанк.",ok,95,train,manual_checked,
sample_000446,natural_sample,ods_tass,https://tass.ru/ekonomika/6457840,1558544870,2019,5,Банк России в июле может начать тестировать платежи по QR-коду,"Банк России в июле может начать тестировать платежи по QR-коду Систему для всех клиентов 11 банков - участников системы начали внедрять в конце февраля. В ней, в частности, участвуют ВТБ, Альфа-банк, Тинькофф банк, Газпромбанк, Промсвязьбанк, Райффайзенбанк, Росбанк, Совкомбанк и другие. В дальнейшем участие в Системе быстрых платежей планируется сделать обязательным для всех банков, в том числе для крупнейшего - Сбербанка.",Райффайзенбанк,Райффайзенбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000366,natural_sample,lenta,https://lenta.ru/news/2010/04/28/broker/,1272412800,2010,4,ФСФР впервые оштрафовала Сбербанк,"ФСФР впервые оштрафовала Сбербанк Федеральная служба по финансовым рынкам оштрафовала Сбербанк за нарушение правил брокерской деятельности, пишет ""Коммерсант"". Штраф на Сбербанк в размере 700 тысяч рублей был наложен 12 марта 2010 года, причем ФСФР сделала это впервые.",Сбербанк,Сбербанк,legal_regulatory,нарушение; штраф,legal_regulatory,direct,1,В публикации найден юридический или регуляторный риск для Сбербанк.,ok,90,train,manual_checked,
sample_000770,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/1648080,1418681195,2014,12,Рубль падает быстрее барреля,"Рубль падает быстрее барреля ""Дисбаланс спроса и предложения сейчас довольно тяжело ликвидировать из-за того, что курс растет, а чем сильнее он растет, тем больше желающих покупать доллары"", - полагает эксперт. nВынудить к продаже валютыnДля того чтобы справиться с ситуацией на рынке, Банку России необходимо сокращать кредитование и вынудить банки и корпорации продавать валюту, дает свои рекомендации бывший председатель Центробанка (1995-1998), глава наблюдательного совета ВТБ Сергей Дубинин. n""Сейчас только остается сдерживать рублевую ликвидность, с тем чтобы банки, корпорации и частные лица, которым нужно тратить деньги в рублях, пошли продавать валюту"", - считает он. По его словам, это единственное, что в такой ситуации мог бы сделать любой регулятор.",ВТБ,ВТБ,legal_regulatory,регулятор,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000475,natural_sample,buriy,http://top.rbc.ru/finances/10/08/2015/55c8e07e9a7947310949dfd4,1439236478,2015,8,Санация банков группы «Лайф» оценивается в 100 млрд руб.,"Санация банков группы «Лайф» оценивается в 100 млрд руб. Сумма, которую рассмотрит ЦБ, сопоставима с объемом вкладов населения в группе «Лайф»: по данным на 1 июля 2015 года, на депозитах в пяти банках физлица держали около 100 млрд руб. Не рекорд Как рассказали РБК два источника, близкие к группе «Лайф», санацией ее банков интересуются Бинбанк и Совкомбанк. Их официальные представители эту информацию не комментируют.",Совкомбанк,Совкомбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000264,natural_sample,buriy,http://www.vedomosti.ru/companies/news/33978651/bashneft-mozhet-vernutsya-k-gosudarstvu,1411948468,2014,9,Генпрокуратура попытается вернуть «Башнефть» государству,"Генпрокуратура попытается вернуть «Башнефть» государству Читать целиком → В пятницу акции «Системы» рухнули на 20,93%, обыкновенные акции «Башнефти» подешевели на 5,09%, привилегированные на 12,28%. Аналитики «ВТБ капитала» в отчете отмечают, что операционная деятельность «Башнефти» вряд ли значительно пострадает. «Однако нам кажется, что, если компания в конце концов окажется частью государственной структуры, ее эффективность скорее всего ухудшится», говорится в отчете.",ВТБ,ВТБ,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000155,natural_sample,ods_tass,https://tass.ru/ekonomika/4184735,1492209996,2017,4,"""Дочка"" Сбербанка на Украине отменила ограничения по карточным счетам для физических лиц","""Дочка"" Сбербанка на Украине отменила ограничения по карточным счетам для физических лиц nС января этого года украинские радикалы, члены националистической партии ""Национальный корпус"" объявили ""войну"" дочерним отделениям российских банков на Украине, требуя от властей отозвать у них лицензии и принять закон о запрете их работы на Украине. nПод давлением националистов, заблокировавших ранее несколько отделений ""дочек"" российских банков, президент Украины Петр Порошенко 16 марта ввел в действие санкции в отношении пяти банков с российским капиталом (Сбербанк, Проминвестбанк, ВТБ, БМ Банк и VS Bank) сроком на год. nСанкции предполагают запрет на вывод средств за пределы Украины, а также на выплату дивидендов, процентов, возвращение межбанковских депозитов и кредитов, средств из корреспондентских счетов субординированного долга.",Сбербанк,Сбербанк,sanctions,ограничения; санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Сбербанк.",ok,95,train,manual_checked,
sample_000423,natural_sample,lenta,https://lenta.ru/news/2014/07/17/stock/,1405555200,2014,7,Рынок акций начал день снижением на фоне новых санкций против России,"Рынок акций начал день снижением на фоне новых санкций против России Под них попали вице-спикер Госдумы Сергей Неверов, помощник президента России Игорь Щеголев, федеральный министр по делам Крыма Олег Савельев, генерал-полковник ФСБ Сергей Беседа, а также премьер-министр ДНР Александр Бородай. Секторальные санкции наложены на компании «Новатэк», «Роснефть», Внешэкономбанк и Газпромбанк. Ограничения коснулись и ряда компаний российского ОПК.",Газпромбанк,Газпромбанк,sanctions,санкции; ограничения,sanctions,indirect,0,,ambiguous,45,train,manual_checked,риск относится не к банку
sample_000124,natural_sample,ods_tass,https://tass.ru/ekonomika/4560167,1505354947,2017,9,ЦБ РФ внес Московский кредитный банк в список системно значимых кредитных организаций,"ЦБ РФ внес Московский кредитный банк в список системно значимых кредитных организаций nМосковский кредитный банк стал одиннадцатой организацией в этом списке. Помимо него в перечень входят Сбербанк, Альфа-банк, ВТБ, Газпромбанк, Россельхозбанк, ФК ""Открытие"", Росбанк, ""Юникредит банк"", ""Промсвязьбанк"" и Райффайзенбанк. nМосковский кредитный банк работает на российском рынке с 1992 г. Основным акционером МКБ является глава концерна ""Россиум"" Роман Авдеев.",Росбанк,Росбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000050,natural_sample,ods_tass,https://tass.ru/mezhdunarodnaya-panorama/4176935,1492024322,2017,4,"В Днепре радикалы заблокировали отделение ""дочки"" Сбербанка","В Днепре радикалы заблокировали отделение ""дочки"" Сбербанка Радикалы блокировали входы в финучреждения цепями, замуровывали двери строительными блоками, обливали краской витрины, призывая граждан забирать из банков деньги. Под давлением националистов президент Петр Порошенко 16 марта ввел в действие санкции в отношении пяти банков с российским капиталом (Сбербанк, Проминвестбанк, ВТБ, БМ Банк и VS Bank) сроком на год. После этого радикалы приостановили акцию, чтобы, как они заявили, дать время украинцам забрать свои средства.",Сбербанк,Сбербанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Сбербанк.",ok,95,train,manual_checked,
sample_000450,natural_sample,telegram_contest,https://akket.com/raznoe/192337-alfa-bank-nachinaet-slivat-dannye-vseh-rossiyan-v-nalogovuyu.html,1574698832,2019,11,«Альфа-Банк» начинает сливать данные всех россиян в налоговую,"«Альфа-Банк» начинает сливать данные всех россиян в налоговую Одним из самых крупных и известных банков в России, услугами которого пользуются многие граждане страны, является «Альфа-Банк». Это самое крупное финансовое учреждение в стране из всех частных, поэтому многие люди ему очень доверяют, ведь даже вероятность его попадания под санкции минимальна из-за отсутствия какой-либо связи с правительством страны.",Альфа-Банк,Альфа-Банк,sanctions,санкции,data_leak_security,direct,1,В публикации описан риск информационной безопасности для Альфа-Банк.,ambiguous,100,train,manual_checked,заголовок требует ручной проверки формулировки
sample_000471,natural_sample,buriy,http://www.rbc.ru/rbcfreenews/55f808e49a7947deae2ef2cc,1442319767,2015,9,Суд признал банкротом группу JFC Владимира Кехмана,"Суд признал банкротом группу JFC Владимира Кехмана В июле производство по делу было возобновлено. По данным на конец октября 2014 года в списке кредиторов JFC значились Сбербанк, Банк Москвы, Промсвязьбанк, банк «Уралсиб», Райффайзенбанк, Амстердам Трейд Банк Н. В. и ЮниКредит Банк. Общая сумма требований банков составляла 18,23 млрд руб.",Промсвязьбанк,Промсвязьбанк,legal_regulatory,суд,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000198,natural_sample,taiga_fontanka,http://www.fontanka.ru/2007/06/06/025/,1181131680,2007,6,ВТБ и КУГИ судятся с &quot;Араратом&quot;,"ВТБ и КУГИ судятся с &quot;Араратом&quot; Арбитражный суд принял к производству иск КУГИ к коньячному заводу ""Арарат"" (КЗ) о расторжении договора аренды и выселении ответчика с земельного участка, передает dp. ru. ""Арарат"" – один из крупнейших петербургских производителей коньяка, занимает 12% городского рынка.",ВТБ,ВТБ,legal_regulatory,суд; иск,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000573,risk_enriched_sample,buriy,http://podrobnosti.ua/economy/2014/09/24/994865.html,1411558077,2014,9,"Под новые санкции Японии попали Сбербанк, ВТБ и Газпромбанк","Под новые санкции Японии попали Сбербанк, ВТБ и Газпромбанк Правительство Японии ввело ограничения на операции с ценными бумагами Сбербанка, Внешэкономбанка, ВТБ, Газпромбанка и Россельхозбанка. Список финансовых учреждений, которые попали под новые санкции в отношении России в связи с ситуацией в Украине, распространил МИД Японии, передает Прайм.",ВТБ,ВТБ,sanctions,санкции; ограничения,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с ВТБ.",ok,95,train,manual_checked,
sample_000622,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/1358678,1407169822,2014,8,"Санкции в отношении банка ВТБ не повлияли на работу его белорусской ""дочки""","Санкции в отношении банка ВТБ не повлияли на работу его белорусской ""дочки"" /Корр. ИТАР-ТАСС Юрий Шамшур/. ЗАО Банк ВТБ (Беларусь) продолжает работу в плановом режиме. Об этом заявили сегодня ИТАР-ТАСС в белорусском банке, комментируя введение США и ЕС санкций в отношении российского ОАО ""Банк ВТБ"".",Банк ВТБ,ВТБ,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с ВТБ.",ok,95,train,manual_checked,
sample_000033,natural_sample,ods_tass,https://tass.ru/ekonomika/5076836,1522323632,2018,3,"Почта банк отказался от исковых требований к ""Тинькофф банку""","Почта банк отказался от исковых требований к ""Тинькофф банку"" nДоговор между банками предоставляет право ""Тинькофф банку"" использовать бренд ""Лето"" на территории Санкт-Петербурга и Ленобласти при оплате вознаграждения в пользу Почта банка, добавили в пресс-службе, не уточнив сумму вознаграждения за использование товарного знака. nВ феврале Почта банк подал иск на ""Тинькофф банк"", подробности иска не раскрывались. nПочта банк, созданный на основе ""Лето банка"", владеет данным торговым знаком.",Тинькофф банк,Т-Банк,legal_regulatory,иск,legal_regulatory,direct,1,В публикации найден юридический или регуляторный риск для Т-Банк.,ok,90,train,manual_checked,
sample_000795,risk_enriched_sample,buriy,http://www.ria.ru/economy/20141002/1026541774.html,1412226120,2014,10,"""Мечел"" надеется через один-три года улучшить финпоказатели","""Мечел"" надеется через один-три года улучшить финпоказатели Чистый долг ""Мечела"" составляет около 8 миллиардов долларов, значительная часть задолженности приходится на три крупнейших российских банка. ВТБ и Сбербанк подали иск к ""Мечелу"" в Арбитражный суд Москвы. Читайте интервью полностью >>",ВТБ,ВТБ,legal_regulatory,иск; суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000489,natural_sample,buriy,http://corp.cnews.ru/news/top/index.shtml?2015/02/24/593093,1424791457,2015,2,Онлайн-сервис Альфа-банка пережил многочасовой сбой,"Онлайн-сервис Альфа-банка пережил многочасовой сбой 24 февраля 2015 г. Альфа-банк несколько часов переживал сбой в онлайн-сервисе, предназначенном для обслуживания корпоративных клиентов. Дистанционный банковский сервис Альфа-банка «Альфа-бизнес» 24 февраля 2015 г. испытал сбой.",Альфа-банк,Альфа-Банк,operational_issue,сбой,operational_issue,direct,1,В публикации описан операционный риск для Альфа-Банк.,ok,85,train,manual_checked,
sample_000728,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/5732763,1540844280,2018,10,Суд в Петербурге отказал крупнейшим кредиторам Кехмана в выдаче исполнительных листов,"Суд в Петербурге отказал крупнейшим кредиторам Кехмана в выдаче исполнительных листов Арбитражный суд Петербурга и Ленинградской области отказал кредиторам бизнесмена и худрука Михайловского театра в Петербурге Владимира Кехмана - Сбербанку, БМ-Банку, Промсвязьбанку, ООО ""Аквамарин"" и ""Пулковской торговой компании"" - в выдаче исполнительных листов. Об этом в понедельник сообщается в электронной карточке дела. n""Обществу с ограниченной ответственностью ""Пулковская торговая компания"", публичному акционерному обществу ""Промсвязьбанк"", акционерному обществу ""БМ-Банк"", обществу с ограниченной ответственностью ""Аквамарин"" и публичному акционерному обществу ""Сбербанк России"" в выдаче исполнительных листов отказать"", - говорится в определении арбитража. nРанее сообщалось, что Промсвязьбанк и БМ-Банк подали ходатайства в Арбитражный суд Санкт-Петербурга и Ленинградской области, в которых просили обязать признанного банкротом Кехмана оплатить долги перед ними на сумму около 12,9 млрд рублей.",Сбербанк,Сбербанк,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000103,natural_sample,buriy,http://www.vedomosti.ru/business/news/2015/08/26/606313-rusagro-mozhet-razgulyai,1440584590,2015,8,«Русагро» готова инвестировать в «Разгуляй» – «Интерфакс»,"«Русагро» готова инвестировать в «Разгуляй» – «Интерфакс» Четыре года ""Разгуляй"" ждет решения по реструктуризации долга от ВЭБа. Планировалось, что в рамках реструктуризации в капитал агрохолдинга войдет Сбербанк. Переговоры с ним планировалось завершить до конца 2014 г., однако этого не произошло.",Сбербанк,Сбербанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000123,natural_sample,taiga_fontanka,http://www.fontanka.ru/2012/06/29/135/,1340984940,2012,6,Гудков не смог продать опальный бизнес в Петербурге,"Гудков не смог продать опальный бизнес в Петербурге Как говорит Александр Христенко, его компания вела переговоры с рядом крупных клиентов Геннадия Гудкова: по регламенту, для выбора охранного предприятия они должны провести тендер, и «Арес» уже подал заявку для участия в этих конкурсах. Как следует из информации, опубликованной на официальном сайте объединения «Оскордъ», его клиентами являются Европейский банк реконструкции и развития, Райффайзенбанк, нефтяная компания Shell, авиакомпании Lufthansa, KLM, Air France, сетевые магазины Metro, IKEA. Петербургская структура Геннадия Гудкова «Оскордъ-СПб» охраняет сеть ресторанов «Пицца-Норд» и «Ростикс KFC», все отделения того же Райффайзенбанка, завод General Motors в Шушарах.",Райффайзенбанк,Райффайзенбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000146,natural_sample,buriy,http://samara.rusplt.ru/index/kassir-sberbanka-osujdena-za-hischenie-deneg-vkladchikov-319599.html,1427294349,2015,3,Кассир «Сбербанка» осуждена за хищение денег вкладчиков,"Кассир «Сбербанка» осуждена за хищение денег вкладчиков В Борском районе бывшая кассир-операционист Нефтегорского отделения ОАО «Сбербанк России» Евгения Качан осуждена за хищение денег вкладчиков по ч. 3 ст. 160 УК РФ (присвоение или растрата, совершенные с использованием служебного положения), сообщила сегодня прокуратура Самарской области. 18 января 2013 года Качан в операционном офисе банка в пос. Новый Кутулук Борского района получила от вкладчицы 50 тыс. рублей и присвоила их, аннулировав договор вклада.",Сбербанк,Сбербанк,fraud_phishing,хищение,fraud_phishing,direct,1,"В публикации описано мошенничество или хищение, связанное с Сбербанк.",ok,90,train,manual_checked,
sample_000273,natural_sample,ods_tass,https://tass.ru/ekonomika/4203058,1492824489,2017,4,"Крымский бизнес жалуется в ""Опору России"" на отсутствие крупных российских банков","Крымский бизнес жалуется в ""Опору России"" на отсутствие крупных российских банков Об этом сообщил ТАСС президент организации Александр Калинин в кулуарах III Ялтинского международного экономического форума. n""На то, что нет денег (жалуется бизнес). Здесь не работают крупные российские банки: нет Сбербанка, нет ВТБ, нет Газпромбанка. Не работает система национальной гарантийной поддержки от ведущих финансовых институтов, соответственно, они не могут получить заказы в рамках федеральной целевой программы ""Крым"", - сообщил Калинин.",ВТБ,ВТБ,operational_issue,не работает,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,банк только упомянут
sample_000634,risk_enriched_sample,buriy,http://www.charter97.org/ru/news/2015/3/7/142343/,1425686400,2015,3,Власти Японии потребовали от экс-премьера страны не посещать Крым,"Власти Японии потребовали от экс-премьера страны не посещать Крым В частности, Токио ограничил экспорт оружия в Россию и запретил российским банкам страховать свои риски путем покупки японских ценных бумаг. Санкции коснулись Сбербанка, Внешэкономбанка, ВТБ, Газпромбанка и Россельхозбанка. (0) Поделись!",ВТБ,ВТБ,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000014,natural_sample,buriy,http://www.itar-tass.com/ekonomika/1438461?utm_medium=rss20,1410531231,2014,9,Греф: внешние рынки закрыты для российских банков,"Греф: внешние рынки закрыты для российских банков Сбербанк не исключает привлечения валютного фондирования от ЦБ, указал Греф. Как ранее сегодня сообщали ИТАР-ТАСС два источника, близкие к двум банкам, попавших под санкции (Сбербанк, ВТБ, Газпромбанк, РСХБ и ВЭБ), ужесточение санкций ЕС на российские банки не повлияет, занимать на западных рынках невозможно фактически с марта, когда геополитическая ситуация только начала ухудшаться. Рост ставок Вместе с тем, Сбербанк не исключает роста ставок по валютным вкладам и депозитам.",Газпромбанк,Газпромбанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Газпромбанк.",ok,95,train,manual_checked,
sample_000248,natural_sample,lenta,https://lenta.ru/news/2013/01/24/jfc/,1358985600,2013,1,Михайловский театр обыскали по делу о 10-миллиардном мошенничестве,"Михайловский театр обыскали по делу о 10-миллиардном мошенничестве Он уже вылетел в Петербург, чтобы дать пояснения следователям. По версии следствия, в 2010-2012 годах несколько руководителей и собственников JFC под предлогом исполнения фиктивных договоров получили кредиты в ОАО «Сбербанк России», ОАО «Уралсиб», ЗАО «Райфайзенбанк», ОАО «Банк Москвы» и других банках. В феврале 2012 года JFC подала в арбитражный суд заявление о банкротстве.",Сбербанк,Сбербанк,legal_regulatory,суд,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000698,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/1446260,1410899010,2014,9,ЦБ: влияние падения цен на нефть и санкций на экономику РФ смягчилось ослаблением рубля,"ЦБ: влияние падения цен на нефть и санкций на экономику РФ смягчилось ослаблением рубля В новый американский санкционный список был включен российский Сбербанк. Также ужесточены санкции в отношении Банка Москвы, Газпромбанка, Россельхозбанка, Внешэкономбанка и ВТБ. Для всех банков срок допустимого кредитования снижается с 90 до 30 дней.",ВТБ,ВТБ,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000540,risk_enriched_sample,ods_tass,https://tass.ru/ekonomika/6615360,1561995675,2019,7,"Суд обязал экс-акционеров ""Трансаэро"" и главу МАК Анодину вернуть 50 млн рублей дивидендов","Суд обязал экс-акционеров ""Трансаэро"" и главу МАК Анодину вернуть 50 млн рублей дивидендов В МАК позже заявили, что Банк России и правоохранительные органы не обращались к Анодиной по вопросу манипулирования акциями. nПлешакова и Анодину, а также еще одного экс-руководителя ""Трансаэро"" Ольгу Плешакову ранее пытался в суде привлечь к субсидиарной ответственности на сумму около 250 млрд рублей банк ВТБ, однако арбитраж Петербурга приостановил рассмотрение данного дела до принятия решений по ряду других исков об оспаривании сделок, совершенных Плешаковыми. nКроме того, к субсидиарной ответственности по долгам авиакомпании могут также привлечь экс-руководителя авиакомпании Александра Бурдина, в отношении которого возбуждено уголовное дело о невыплате зарплат работникам перевозчика и растрате, а также еще одного бывшего руководителя - Дмитрия Сапрыкина.",банк ВТБ,ВТБ,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000682,risk_enriched_sample,buriy,http://www.svoboda.org/content/article/26578607.html,1410463476,2014,9,"Рейтер: под санкции США попадут ""Сбербанк"" и ещё шесть банков России","Рейтер: под санкции США попадут ""Сбербанк"" и ещё шесть банков России Вашингтон и Европейский союз планируют ввести новые санкции в отношении оборонного, энергетического и финансового секторов России в пятницу, несмотря на хрупкое перемирие на восточной Украине. В июле США фактически отрезали пять российских финансовых групп - Банк ВТБ, ""Газпромбанк"", Банк Москвы, ВЭБа и ""Сельхозбанк"" от доступа к американским кредитам и рынку ценных бумаг. Источник, говоривший на условиях анонимности, заявил, что правительство США планирует в пятницу применить те же санкции в отношении ""Сбербанка"" и ещё шести банков.",Банк ВТБ,ВТБ,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с ВТБ.",ok,95,train,manual_checked,
