sample_id,dataset_part,source,url,published_at,published_year,published_month,title,text_fragment,entity_mention,entity_norm,risk_type_candidate,found_risk_keywords,risk_type,entity_relevance,alert_flag,alert_reason,label_quality,risk_score_v1,split,review_status,review_comment
sample_000203,natural_sample,lenta,https://lenta.ru/news/2019/08/15/depo/,1565827200,2019,8,Ставки по рублевым вкладам резко опустились,"Ставки по рублевым вкладам резко опустились На ситуацию повлияли снижения в июне и июле ключевой ставки ЦБ до итоговых 7,25 процента годовых. В топ-10 российских банков по объемам рублевых вкладов населения на данный момент входят Альфа-Банк, ВТБ, Газпромбанк, Московский Кредитный Банк, «Открытие», Промсвязьбанк, Райффайзенбанк, Россельхозбанк, Сбербанк, Совкомбанк. Самое низкое значение максимальной ставки по вкладам в России зафиксировано в июне 2018 года (6,05 процента), самое высокое — в декабре 2014-го (15,635 процента).",Райффайзенбанк,Райффайзенбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000204,natural_sample,lenta,https://lenta.ru/news/2019/01/22/sdelkamsp/,1548115200,2019,1,МСП Банк представил пилотную сделку секьюритизации кредитов,"МСП Банк представил пилотную сделку секьюритизации кредитов Организаторами выпуска выступили Промсвязьбанк, ВТБ Капитал, ВЭБ. РФ, Совкомбанк, Евразийский банк развития, ГК Регион и МСП Банк. Среди инвесторов — международные банки развития, ведущие российские государственные и частные коммерческие банки, финансовые компании.",Совкомбанк,Совкомбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000206,natural_sample,ods_tass,https://tass.ru/ekonomika/4870866,1515797400,2018,1,"Возмещения вкладчикам банка ""Северный кредит"" выплатят Сбербанк и РНКБ","Возмещения вкладчикам банка ""Северный кредит"" выплатят Сбербанк и РНКБ nОна добавила, что карты ""Забота"", выпущенные ""Северным кредитом"", продолжат действовать на предъявителя, однако со временем придется их заменить. К реализации проекта выразили готовность подключиться несколько банков, в частности Сбербанк и ""Почта Банк"", с которыми уже подписаны соответствующие соглашения. Также в ближайшее время готовится к подписанию соглашение с ПАО ""Банк Уралсиб"".",Почта Банк,Почта Банк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000207,natural_sample,buriy,http://top.rbc.ru/finances/20/04/2015/5530c9c99a794788fe44df89,1429477282,2015,4,"Скачок курса доллара обошелся «Транснефти» в 75,3 млрд руб.","Скачок курса доллара обошелся «Транснефти» в 75,3 млрд руб. На 31 декабря 2014 года, говорится в отчетности, балансовая стоимость обязательства по барьерным опционам составила 62,6 млрд руб., а по свопу — 13,8 млрд руб., эти суммы включены в состав прочей кредиторской задолженности. О похожих инструментах в конце прошлого года рассказывал РБК источник в Сбербанке: по его словам, одна из компаний просила увеличить барьер, когда курс доллара приблизился к 40 руб., Сбербанк пошел ей навстречу и передвинул барьер на 50 руб. Рост курса доллара выше этого значения увеличил убытки компании.",Сбербанк,Сбербанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000208,natural_sample,ods_tass,https://tass.ru/ekonomika/1639221,1418312539,2014,12,"Средняя максимальная ставка по рублевым вкладам в первой декаде декабря выросла до 10,58%","Средняя максимальная ставка по рублевым вкладам в первой декаде декабря выросла до 10,58% Регулятор рекомендует банкам привлекать средства населения не дороже чем значение этой ставки плюс 2% пункта. nВ число банков, по которым проводится мониторинг максимальной ставки по вкладам, входят Сбербанк России, ВТБ24, Банк Москвы, Райффайзенбанк, Газпромбанк, Ханты-Мансийский банк ""Открытие"", Альфа-банк, ХКФ-банк, Промсвязьбанк и Россельхозбанк.",Райффайзенбанк,Райффайзенбанк,legal_regulatory,регулятор,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000211,natural_sample,telegram_contest,https://rg.ru/2019/11/17/banki-vremenno-poniziat-stavki-po-potrebkreditam.html,1574015340,2019,11,Сезон охоты за процентами,"Сезон охоты за процентами По словам представителя Ак Барс банка, динамика выдачи потребкредитов в банке с 1 октября пока не изменилась. Ранее зампред президента-председателя правления банка ВТБ Анатолий Печатников говорил, что регуляторные меры ЦБ серьезно охладят рынок: в 2020 году в два раза сократится прирост задолженности граждан перед банками.",ВТБ,ВТБ,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000212,natural_sample,lenta,https://lenta.ru/news/2010/08/11/vologda/,1281484800,2010,8,Вологодского бизнесмена посадили за мошенничество с кредитами,"Вологодского бизнесмена посадили за мошенничество с кредитами Установлено, что в 2005-2007 годах Мехеденко получал кредиты, предоставляя ложные сведения о положении своей фирмы и оставляя в залог имущество, на самом деле принадлежавшее другим организациям. Кредиты были получены в банках ""Санкт-Петербург"" и ""ВТБ Северо-Запад"" (в прошлом - филиал вологодского ""Промышленного строительного банка""), а также в департаменте продовольственных ресурсов, торговли и услуг Вологодской области. В июне 2010 года издание ""Премьер"" сообщало, что суд приговорил Мехеденко к 6,5 годам лишения свободы и штрафу в сумме 600 тысяч рублей.",ВТБ,ВТБ,fraud_phishing,мошенничество; суд,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000213,natural_sample,lenta,https://lenta.ru/news/2017/07/18/zaplatyat/,1500336000,2017,7,В АСВ назвали дату начала выплат вкладчикам «Югры»,"В АСВ назвали дату начала выплат вкладчикам «Югры» Об этом говорится в сообщении, опубликованном во вторник, 18 июля, на сайте Агентства по страхованию вкладов (АСВ). «20 июля 2017 года АСВ начнет выплату возмещения вкладчикам банка ""Югра"" через банки-агенты: ""ВТБ 24"", Сбербанк, Россельхозбанк, ""ФК Открытие"" и ""Уралсиб"", — говорится в сообщении. Ранее во вторник заместитель председателя Центробанка Василий Поздышев заявил, что информационные вбросы, направленные против банка «Югра», преждевременны и опасны.",Россельхозбанк,Россельхозбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000214,natural_sample,taiga_fontanka,http://www.fontanka.ru/2011/03/05/135/,1299350160,2011,3,Еще одну сотрудницу &quot;Ленты&quot; суд восстановил на работе. Но там ее никто не ждал,"Еще одну сотрудницу &quot;Ленты&quot; суд восстановил на работе. Но там ее никто не ждал Ей отказали в восстановлении, пригрозив гражданке США обращением в миграционную службу. Напомним, после того, как 14 сентября 2010 года Ян Дюннинг, поддерживаемый владельцами 30,6% акций ""Ленты"" (""ВТБ Капитал"" и TPG Capital) силой занял офис компании на Савушкина, 112, вытеснив с поста другого гендиректора Сергея Ющенко, которого поддерживает компания Svoboda (Август Мейер, Дмитрий Костыгин), он уволил ряд сотрудников, выразивших солидарность с Ющенко. Позднее многие из них были восстановлены в судебном порядке.",ВТБ,ВТБ,legal_regulatory,суд,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000216,natural_sample,telegram_contest,https://www.rbc.ru/finances/25/11/2019/5ddbeb2e9a7947cbd5d44e71,1574700153,2019,11,ЦБ предложил новый способ борьбы с «зарплатным рабством»,"ЦБ предложил новый способ борьбы с «зарплатным рабством» Обслуживание зарплатных проектов крупных предприятий и государственных органов осуществляется в основном ограниченным количеством крупнейших банков. Главный игрок на рынке зарплатных проектов — Сбербанк: его доля составляет 60%, следует из доклада ЦБ. Остальные 40% поделены между другими банками — разбивку этой доли по игрокам регулятор не привел.",Сбербанк,Сбербанк,legal_regulatory,регулятор,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000217,natural_sample,buriy,http://www.gazeta.ru/business/news/2015/10/13/n_7766111.shtml,1444723703,2015,10,"ВТБ подаст иск о банкротстве ""Трансаэро""","ВТБ подаст иск о банкротстве ""Трансаэро"" ВТБ подаст иск о банкротстве «Трансаэро» 13. 10. 2015, 11:08 В ближайшее время госбанк ВТБ подаст иск о банкротстве авиакомпании «Трансаэро».",ВТБ,ВТБ,legal_regulatory,иск,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000220,natural_sample,buriy,http://www.itar-tass.com/ekonomika/1438461?utm_medium=rss20,1410531231,2014,9,Греф: внешние рынки закрыты для российских банков,"Греф: внешние рынки закрыты для российских банков /ИТАР-ТАСС/. Сбербанк не имеет возможности привлечь финансирование с западных рынков ни на какой срок, заявил журналистам глава Сбербанка Герман Греф. ""Финансирование сейчас нельзя привлечь ни на какой срок, внешние рынки закрыты для российских банков"", - заявил Греф.",Сбербанк,Сбербанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000221,natural_sample,telegram_contest,https://gorod55.ru/news/politics/17-11-2019/zamery-tko-arest-sledovatelya-kladbischenskaya-gorka,1573971817,2019,11,"Замеры ТКО, арест следователя, кладбищенская горка","Замеры ТКО, арест следователя, кладбищенская горка В Омске появится еще один бизнес-центр. Компания Райффайзенбанк планирует забрать здание Омского агрегатного завода и разместить в нем одно из своих подразделений. Соответствующее соглашение подписано с ООО «Технопарк-Омск» (один из совладельцев «Технопарк-Омск» - бывший гендиректор АО «Омскагрегат» Сергей Морев).",Райффайзенбанк,Райффайзенбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000223,natural_sample,lenta,https://lenta.ru/news/2015/09/28/ukr_banks/,1443398400,2015,9,Порошенко призвали запретить работу российских банков на Украине,"Порошенко призвали запретить работу российских банков на Украине 16 сентября Киев ввел санкции в отношении 105 российских юридических лиц. В этом списке оказались, в частности, кредитные учреждения — Газпромбанк, Россельхозбанк и Банк Москвы. Между тем, по данным ТАСС, зампред правления ВТБ Герберт Моос в ходе конференц-колла в понедельник, 28 сентября, заявил, что не считает возможным введение санкций в отношении украинской «дочки» этого российского госбанка.",Газпромбанк,Газпромбанк,sanctions,санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Газпромбанк.",ok,95,train,manual_checked,
sample_000224,natural_sample,lenta,https://lenta.ru/news/2012/03/07/hyatt/,1331078400,2012,3,"Рядом со стадионом ""Динамо"" построят элитный отель","Рядом со стадионом ""Динамо"" построят элитный отель Международная сеть Hyatt Hotels Corporation и ""ВТБ Арена парк"" (""дочка"" группы ВТБ) подписали соглашение об управлении гостиницей, которая будет построена в ходе реконструкции стадиона ""Динамо"" в Петровском парке. Как сообщил с выставки недвижимости MIPIM корреспондент ""Ленты.",ВТБ,ВТБ,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000225,natural_sample,ods_tass,https://tass.ru/ekonomika/561286,1320786660,2011,11,"Росбанк намерен приобрести коллекторское агентство ""АВД""","Росбанк намерен приобрести коллекторское агентство ""АВД"" МОСКВА, 8 ноября. /ИТАР-ТАСС/.",Росбанк,Росбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000226,natural_sample,taiga_fontanka,http://www.fontanka.ru/2009/02/05/122/,1233853320,2009,2,Путин снова дал денег ВТБ и ВЭБ,"Путин снова дал денег ВТБ и ВЭБ Российское правительство увеличит капитал крупнейших госбанков страны ВТБ и ВЭБ. В частности, в капитал ВТБ дополнительно поступят 200 миллиардов рублей, а в капитал ВЭБ - 100 миллиардов.",ВТБ,ВТБ,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000228,natural_sample,ods_tass,https://tass.ru/ekonomika/6457840,1558544870,2019,5,Банк России в июле может начать тестировать платежи по QR-коду,"Банк России в июле может начать тестировать платежи по QR-коду Систему для всех клиентов 11 банков - участников системы начали внедрять в конце февраля. В ней, в частности, участвуют ВТБ, Альфа-банк, Тинькофф банк, Газпромбанк, Промсвязьбанк, Райффайзенбанк, Росбанк, Совкомбанк и другие. В дальнейшем участие в Системе быстрых платежей планируется сделать обязательным для всех банков, в том числе для крупнейшего - Сбербанка.",Совкомбанк,Совкомбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000229,natural_sample,ods_tass,https://tass.ru/ekonomika/4991286,1519756446,2018,2,"Минфин: банк ""плохих долгов"" появится на базе одного из санируемых ЦБ банков","Минфин: банк ""плохих долгов"" появится на базе одного из санируемых ЦБ банков Действительно, предлагается, что один из санируемых сейчас ЦБ банков будет банком ""плохих активов"", - сказал Моисеев. nРанее глава банка ""ФК Открытие"" Михаил Задорнов в интервью агентству Reutersnназвалnнаиболее вероятными кандидатами на роль банка для консолидации ""плохих активов"" ""Траст"" и Рост-банк. nВ начале февраля глава ЦБ Эльвира Набиуллина заявила, что регулятор обсуждает возможность выделения специального банка для консолидации в нем ""плохих долгов"".",ФК Открытие,Банк Открытие,legal_regulatory,регулятор,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000231,natural_sample,taiga_fontanka,http://www.fontanka.ru/2017/06/08/064/,1496930640,2017,6,Банк ВТБ подал в суд на совладельца «Юлмарта»,"Банк ВТБ подал в суд на совладельца «Юлмарта» ПАО «Банк ВТБ» пытается взыскать с совладельца петербургской компании «Юлмарт» Дмитрия Косыгина 650 млн рублей. Как сообщили «Фонтанке» в пресс-службе горсуда 8 июня, кредитная организация хочет истребовать с бизнесмена долг по кредиту.",Банк ВТБ,ВТБ,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000233,natural_sample,buriy,http://www.vedomosti.ru/finance/news/2015/05/26/593682-banki-fk-otkritie-i-petrokommerts-poluchili-ofz-na-652-mlrd-rublei,1432628601,2015,5,"Банки «ФК Открытие» и «Петрокоммерц» получили ОФЗ на 65,2 млрд рублей","Банки «ФК Открытие» и «Петрокоммерц» получили ОФЗ на 65,2 млрд рублей Агентство по страхованию вкладов (АСВ) по программе господдержки передало банкам ""Петрокоммерц"" и ""ФК Открытие"" облигации федерального займа (ОФЗ) на сумму 65,2 млрд руб. Об этом говорится в сообщении агентства.",ФК Открытие,Банк Открытие,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000234,natural_sample,lenta,https://lenta.ru/news/2019/07/04/credit/,1562198400,2019,7,Новые технологии помогут бороться с банковскими мошенниками,"Новые технологии помогут бороться с банковскими мошенниками Об этом пишет газета «Известия». Планы использовать биометрию для борьбы с преступлениями уже есть у Сбербанка, Райффайзенбанка, Росбанка, Почта Банка, банков «Тинькофф», «Хоум Кредит», «Ренессанс Кредит», а также Россельхозбанка. В кредитных учреждениях сообщили, что собственные системы распознавания внешности ими уже применяются, но их охват ограничивается только внутренними данными.",Тинькофф,Т-Банк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000235,natural_sample,ods_tass,https://tass.ru/ekonomika/1988771,1432327904,2015,5,"Большую часть эмиссии облигаций РЖД купили компании, управляющие пенсионными накоплениями","Большую часть эмиссии облигаций РЖД купили компании, управляющие пенсионными накоплениями Срок обращения бумаг - 15 лет. Организаторы размещения серии БО-03 - ВТБ Капитал, Газпромбанк и Sberbank CIB, серии БО-04 - Sberbank CIB.",Газпромбанк,Газпромбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000237,natural_sample,taiga_fontanka,http://www.fontanka.ru/2007/03/13/065/,1173802740,2007,3,Жадность губит банковский сектор,"Жадность губит банковский сектор Согласно отчету Банка России, погоду на рынке невозвращенных кредитов делают банки, которые по величине активов занимают с 6 по 20 место. Это «Уралсиб», «Росбанк»,«Райффайзенбанк», «Русский стандарт», «Номос-банк», «Международный московский банк», «Россельхозбанк», «МДМ-банк», «Промсвязьбанк», «Промышленно-строительный банк», «ВТБ-24», Ситибанк, «Петрокоммерц», «АК Барс» и «Зенит». На их долю приходится почти 22 млрд рублей по просроченной задолженности физических лиц.",Россельхозбанк,Россельхозбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000238,natural_sample,buriy,http://www.ria.ru/world/20140913/1023883180.html,1410564775,2014,9,"Эксперт: санкции ухудшат отношения, но не разрешат кризис на Украине","Эксперт: санкции ухудшат отношения, но не разрешат кризис на Украине Евросоюз с 12 сентября в рамках новой волны санкций ограничил доступ к европейским рынкам капитала для российских компаний ""Оборонпром"", ОАК, ""Уралвагонзавод"", ""Роснефть"", ""Транснефть"" и ""Газпромнефть"". Запрещено предоставлять им, а также крупнейшим российским финансовым институтам (Сбербанк, ВТБ, Газпромбанк, Россельхозбанк и Внешэкономбанк), новое финансирование на срок более 30 дней. Как США и Евросоюз ввели санкции против российских политиков и бизнесменов США и ЕС не признают присоединения Крыма к России и обвиняют Москву во вмешательстве в дела Украины.",Россельхозбанк,Россельхозбанк,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000239,natural_sample,lenta,https://lenta.ru/news/2014/08/22/sanctions/,1408665600,2014,8,США предложили Китаю поддержать санкции против России,"США предложили Китаю поддержать санкции против России При этом он заявил, что сожалеет о том, что дело дошло до санкций, и высказал пожелание, чтобы Москва и Вашингтон вернулись к «более конструктивным отношениям». В конце июля Соединенные Штаты ввели секторальные санкции против российских компаний «Новатэк», «Роснефть», Внешэкономбанк, Газпромбанк, «Банк Москвы», ВТБ, Россельхозбанк из-за политики Москвы в отношении Киева. Активы этих компаний не будут заморожены, но американским компаниям и гражданам отныне запрещено инвестировать в новые акции и облигации этих структур.",Газпромбанк,Газпромбанк,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000240,natural_sample,lenta,https://lenta.ru/news/2013/04/22/ceo/,1366588800,2013,4,Самой богатой семьей России оказались Гуцериевы,"Самой богатой семьей России оказались Гуцериевы Предыдущие лидеры рейтинга, братья Ананьевы, оказались только на четвертом месте с состоянием в 4,8 миллиарда. Дмитрий и Алексей Ананьевы контролируют Промсвязьбанк. Всего в рейтинг вошло 50 богатейших семей России, суммарный капитал которых составил 70,58 миллиарда долларов.",Промсвязьбанк,Промсвязьбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000241,natural_sample,lenta,https://lenta.ru/news/2016/08/01/banksjokes/,1470009600,2016,8,Российские банки посмешили блогера «бородатыми» анекдотами,"Российские банки посмешили блогера «бородатыми» анекдотами Причем некоторые банки ответили только после нескольких сообщений подряд. Анекдоты или шутки на тему банковской деятельности рассказали всего девять банков, включая Московский кредитный банк, «ВТБ-24», банк «Открытие», Рокетбанк и банк «Тинькофф». Зубанов отметил, что возможность службы поддержки дать ответ на столь необычный запрос клиента говорит о желании и способности банка говорить на одном языке со своими клиентами.",Тинькофф,Т-Банк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000242,natural_sample,buriy,http://www.interfax.ru/business/438388,1429886580,2015,4,Рынок рублевых бондов замер в ожидании пенсионного импульса,"Рынок рублевых бондов замер в ожидании пенсионного импульса Сокращение притока пенсионных денег стало одним из важных отрицательных факторов для рублевого рынка негосударственных облигаций. ""Отсутствие пенсионных средств усилило негативный эффект закрытых внешних рынков капитала: выпуски со сроком до погашения более 3 лет стали редкостью, так как ключевыми инвесторами стали локальные банки, для которых основным источником ликвидности выступает ЦБ"", - пишет в пятницу в своем обзоре Райффайзенбанк. К моменту начала регуляторных катаклизмов пенсионные фонды уже играли более чем заметную роль на локальном долговом рынке.",Райффайзенбанк,Райффайзенбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000243,natural_sample,buriy,http://www.novayagazeta.ru/news/1686906.html,1410534240,2014,9,"США внесли Сбербанк, ВТБ, Лукойл и Роснефть в санкционный список","США внесли Сбербанк, ВТБ, Лукойл и Роснефть в санкционный список Ограничения введены в отношении «Транснефти», «Газпрома», «Газпромнефти», «Лукойла», «Сургутнефтегаза», «Роснефти» и «Новатэка». В списке финансовых учреждений значатся «Сбербанк», «Банк Москвы», «Внешэкономбанк», ВТБ, «Газпромбанк» и «Россельхозбанк». Также санкции введены в отношении «Ростеха», чей глава Сергей Чемезов уже находится в «черном списке» США и ЕС.",Газпромбанк,Газпромбанк,sanctions,ограничения; санкции,sanctions,direct,1,"В публикации описаны санкции или ограничения, связанные с Газпромбанк.",ok,95,train,manual_checked,
sample_000244,natural_sample,ods_tass,https://tass.ru/kultura/3627800,1474062893,2016,9,Мединский ответил на вопрос о возможной отставке Кехмана,"Мединский ответил на вопрос о возможной отставке Кехмана nПредставитель Сбербанка, который инициировал банкротство Кехмана в России, настаивал, что в Англии не были учтены все кредиторы, поэтому признание решения английского суда лишает других российских кредиторов права собственности. Сбербанк также обратил внимание суда на то, что Кехман не занимался хозяйственной деятельностью на территории Англии, вывез 200 тысяч фунтов в другую страну с нарушением закона, чтобы обратиться в иностранный суд о признании его банкротом. nВ начале сентября Кехман подал кассационную жалобу на отказ арбитражного суда Санкт-Петербурга и Ленинградской области в признании его банкротом по решению Высокого суда правосудия Англии.",Сбербанк,Сбербанк,legal_regulatory,суд,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000246,natural_sample,lenta,https://lenta.ru/news/2017/03/02/sanction/,1488412800,2017,3,Роспотребнадзор пригрозил заблокировать интернет-торговцев «санкционкой»,"Роспотребнадзор пригрозил заблокировать интернет-торговцев «санкционкой» 28 февраля председатель правительства России Дмитрий Медведев заявил, что стране стоит приготовиться к тому, что жить в условиях санкций придется неопределенно долго. По мнению главы ВТБ Андрея Костина, режим санкций против России продлится еще несколько лет. 16 октября 2016 года президент России Владимир Путин, отвечая на вопрос журналистов о возможном смягчении ответных мер на санкции Запада, сказал: «Фиг им».",ВТБ,ВТБ,sanctions,санкции,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000247,natural_sample,ods_tass,https://tass.ru/ekonomika/4969785,1518977107,2018,2,Суд отказался ввести обеспечительные меры в виде приостановки санации Промсвязьбанка,"Суд отказался ввести обеспечительные меры в виде приостановки санации Промсвязьбанка Арбитражный суд Москвы отклонил заявление бывшего председателя правления Промсвязьбанка Дмитрия Ананьева, в котором он в просил в качестве обеспечительной меры приостановить действие ряда актов Центрального Банка по санации кредитной организации. Об этом говорится в тексте определения суда. n""Рассмотрев заявление ПАО ""Промсвязьбанк о принятии обеспечительных мер и приложенные к нему документы, суд не находит оснований для его удовлетворения"", - говорится определении суда. nКак отмечается в документе, Ананьев не обосновал необходимость принятия обеспечительных мер, а также ""не представил надлежащих доказательств того, что непринятие испрашиваемых мер может затруднить или сделать невозможным исполнение судебного акта"".",Промсвязьбанк,Промсвязьбанк,legal_regulatory,суд,legal_regulatory,direct,1,В публикации найден юридический или регуляторный риск для Промсвязьбанк.,ok,90,train,manual_checked,
sample_000248,natural_sample,lenta,https://lenta.ru/news/2013/01/24/jfc/,1358985600,2013,1,Михайловский театр обыскали по делу о 10-миллиардном мошенничестве,"Михайловский театр обыскали по делу о 10-миллиардном мошенничестве Он уже вылетел в Петербург, чтобы дать пояснения следователям. По версии следствия, в 2010-2012 годах несколько руководителей и собственников JFC под предлогом исполнения фиктивных договоров получили кредиты в ОАО «Сбербанк России», ОАО «Уралсиб», ЗАО «Райфайзенбанк», ОАО «Банк Москвы» и других банках. В феврале 2012 года JFC подала в арбитражный суд заявление о банкротстве.",Сбербанк,Сбербанк,legal_regulatory,суд,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
sample_000250,natural_sample,ods_tass,https://tass.ru/ekonomika/6063808,1548961344,2019,1,Набиуллина призвала крупные предприятия иметь по два-три зарплатных банка,"Набиуллина призвала крупные предприятия иметь по два-три зарплатных банка nПри этом, по словам Набиуллиной, в предложении ряда банков создать единого зарплатного оператора ЦБ пока видит больше минусов, чем плюсов. nРанее несколько банков - в частности, Тинькофф и Альфа Банк - выступили с инициативой создания единого зарплатного оператора, который мог бы вести единый реестр счетов для выплаты зарплат, а работник без участия работодателя выбирал бы, в какой банк перечислять зарплаты. Банки пожаловались, что закон об отмене ""зарплатного рабства"" не работает и большинство работников все еще привязаны к определенному банку - в основном это банки с госучастием. n""Теоретически - технически создание такого механизма возможно.",Альфа Банк,Альфа-Банк,operational_issue,пожаловались; не работает,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,банк только упомянут
sample_000251,natural_sample,telegram_contest,https://ru.reuters.com/article/businessNews/idRUKCN22921C-ORUBS,1587998753,2020,4,Российские компании вряд ли решатся на IPO в 2020 году,"Российские компании вряд ли решатся на IPO в 2020 году “Пока никто из них не знает, что будет дальше, кто вообще может знать, что будет через 15 минут, не говоря уже о более дальней перспективе?” - сказал другой российский инвестбанкир. Совкомбанк - среди тех эмитентов, которые пока не меняют планов. Как сказал Рейтер в пятницу совладелец и первый зампред правления банка Сергей Хотимский, “планы провести размещение не уходят с повестки”.",Совкомбанк,Совкомбанк,no_risk,,no_risk,mentioned_only,0,,ok,0,train,manual_checked,банк только упомянут
sample_000253,natural_sample,buriy,http://www.interfax.ru/474805,1445441940,2015,10,После вступления в силу требований ЦБ около 60% дольщиков оказались не застрахованы,"После вступления в силу требований ЦБ около 60% дольщиков оказались не застрахованы После вступления в силу с 1 октября 2015 года требований ЦБ о повышенном капитале, который должен составлять 1 млрд рублей (ранее - 400 млн рублей), выяснилось, что требованиям регулятора отвечают 19 страховых компаний и НКО ""Потребительское общество взаимного страхования гражданской ответственности застройщиков"". Список страховщиков, соответствующих требованиям закона о долевом строительстве, был опубликован Банком России в понедельник, в него входят ""Региональная страховая компания"", ""ВСК"", ""Пари"", ""Ингосстрах"", ""УралСиб"", ""Зетта страхование"", ""МАКС"", ""Международная страховая компания профсоюзов ""Меско"", ""Гута-страхование"", ""Энергогарант"", ""АльфаСтрахование"", ""ИСК Евро-Полис"", ""РСХБ-Страхование"", ""Национальная страховая компания ""Татарстан"", ""Верна"", ""ВТБ Страхование"", ""БИН Страхование"", ""Респект-Полис"", ""ССГ"". Наибольшие объемы строительства с использованием средств дольщиков наблюдаются в Москве и Московской области.",ВТБ,ВТБ,legal_regulatory,иск,no_risk,mentioned_only,0,,ambiguous,0,train,manual_checked,риск относится не к банку
