sample_id,text_fragment,title,entity_norm,alert_flag,teacher_model,teacher_label,teacher_confidence,teacher_reason
ml_000240,"""Верофарм"" прокомментировал предупреждения прокуратуры об антироссийских санкциях По его словам, в новых трудовых соглашениях, которые они подписывали, содержится список более 10 российских банков и компаний, сотрудничество с которыми работникам запрещено. Депутат утверждал, что список был составлен в ноябре 2014 г., завизирован отделом корпоративной этики Abbott и в нем фигурировали Сбербанк, ВТБ, Банк Москвы, ВЭБ, Газпромбанк, «Газпром», «Лукойл», «Роснефть» и другие компании, попавшие под санкции.","""Верофарм"" прокомментировал предупреждения прокуратуры об антироссийских санкциях",Газпромбанк,0,gpt-4.1,1,0.95,ok
ml_000241,"Пятый лот ЖК «Капитал» аккредитован «Газпромбанком» «Газпромбанк» аккредитовал пятый лот жилого комплекса комфорт-класса «Капитал», который строится компанией «Строительный трест» в Кудрово, по программе «Ипотека с государственной поддержкой». Сдача 5 лота ЖК «Капитал» намечена на 2 квартал 2018 года.",Пятый лот ЖК «Капитал» аккредитован «Газпромбанком»,Газпромбанк,0,gpt-4.1,0,0.99,ok
ml_000243,"Розничное сокращение В частности, «Русский стандарт» за первые шесть месяцев 2015-го сократил среднесписочную численность персонала на 35,5% (на 6039 человек, до 10 954 человек), а «Хоум Кредит» — на 41,4% (на 12 946 человек, до 18 324 человек). Из универсальных банков больше всего работников сократил Россельхозбанк — 9,4% (3080 человек), а сильнее всего в процентном соотношении сократил свой штат банк УБРиР — на 26,1% (1763 человека). «Ситуация в секторе напряженная.",Розничное сокращение,Россельхозбанк,0,gpt-4.1,0,0.8,ok
ml_000244,"Как «Россельхозбанк» устроил охоту за активами Владимира Швецова А также внушительный портфель акций, включая «голубые фишки» «Газпрома», ГМК «Норильский никель», «Татнефти», привилегированные акции «Транснефти» и «Ростелекома», «РусГидро», «Аэрофлота» и других, включая ПАО «Полюс» (крупнейший производитель золота в России) и Спасское автопредприятие. Кроме того, в опись имущества попали паи московских ОПИФ акций «Сбербанк — Фонд акций «Добрыня Никитич», «Максвелл Капитал», «Сбербанк — Фонд акций компаний малой капитализации», «Регион Фонд Акций», «Дивидендные акции и корпоративные облигации», грузовой фургон ВИС 234700-30 2010 года выпуска и 50,4 млн рублей дебиторки АО «Булгар Арыш». Общая стоимость имущества составила 60,5 млн рублей.",Как «Россельхозбанк» устроил охоту за активами Владимира Швецова,Сбербанк,0,gpt-4.1,0,0.92,ok
ml_000245,"«Тинькофф банк» настаивает на законности снижения ставок по вкладам «Тинькофф банк» назвал законным одностороннее снижение ставок по вкладам, сообщает корреспондент «Русской службы новостей» с заседания Управления ФАС России по Петербургу. Сегодня антимонопольная служба рассматривает жалобы клиентов банка.",«Тинькофф банк» настаивает на законности снижения ставок по вкладам,Т-Банк,1,gpt-4.1,1,0.8,ok
ml_000247,"В работе Сбербанка произошел сбой В Сбербанке сообщили о проблеме в работе мобильного приложения «Сбербанк Онлайн» и устройств самообслуживания, передает ТАСС. В пресс-службе банка предупредили, что в настоящее время по техническим причинам клиенты могут испытывать затруднения при проведении операций платежей и переводов в «Сбербанк Онлайн», а также через банкоматы и информационно-платежные терминалы.",В работе Сбербанка произошел сбой,Сбербанк,1,gpt-4.1,1,0.98,ok
ml_000248,"&quot;Макромиру&quot; прописали распродажу Предполагалось, что одним из фигурантов дела выступит бывший гендиректор «Макромира» Игорь Шабловский, но он умер во время поездки из Петербурга в Нижний Новгород в мае 2009 года. На сегодняшний день «Макромир» - должник более 60-ти компаний, среди которых, кроме Сбербанка, «Международный Банк Санкт-Петербург», банк «КИТ Финанс», ЗАО «Ренессанс Констракшн», ОАО «Банк ВТБ Северо-Запад» и другие. Кроме того, в списке потенциальных кредиторов значатся дочерние структуры холдинга ЛЭК - ООО «Фирма «ЛЭК Истейт» и ООО «Концерн «ЛЭК Истейт».",&quot;Макромиру&quot; прописали распродажу,Банк Санкт-Петербург,0,gpt-4.1,1,0.75,ok
ml_000250,"Сбербанк с начала года выдал бизнесу кредиты на 115 млрд рублей Сбербанк России с начала 2015 г. выдал субъектам малого и среднего бизнеса (МСБ) кредиты на общую сумму порядка 115 млрд руб. (по данным на 19 мая). Из них около 76,3 млрд руб. пришлось на малый бизнес, говорится в сообщении банка, на которое ссылается ""Интерфакс"".",Сбербанк с начала года выдал бизнесу кредиты на 115 млрд рублей,Сбербанк,0,gpt-4.1,0,1.0,ok
ml_000251,"Суд взыскал со ""Стройгазконсалтинга"" около 18 миллиардов рублей СГК — крупнейший в России строительный холдинг, специализирующийся на обустройстве нефтегазоконденсатных месторождений, строительстве компрессорных станций, магистральных трубопроводов, автодорог и мостовых сооружений, железных дорог и метрополитена. В апреле текущего года у холдинга сменились собственники — Газпромбанк и фонд United Capital Partners Ильи Щербовича сообщили, что выкупили в равных долях 100% акций СГК. До сделки основными владельцами компании были ее основатель Зияд Манасир и Руслан Байсаров.","Суд взыскал со ""Стройгазконсалтинга"" около 18 миллиардов рублей",Газпромбанк,0,gpt-4.1,0,0.92,ok
ml_000253,"Суд обязал экс-акционеров ""Трансаэро"" и главу МАК Анодину вернуть 50 млн рублей дивидендов В МАК позже заявили, что Банк России и правоохранительные органы не обращались к Анодиной по вопросу манипулирования акциями. nПлешакова и Анодину, а также еще одного экс-руководителя ""Трансаэро"" Ольгу Плешакову ранее пытался в суде привлечь к субсидиарной ответственности на сумму около 250 млрд рублей банк ВТБ, однако арбитраж Петербурга приостановил рассмотрение данного дела до принятия решений по ряду других исков об оспаривании сделок, совершенных Плешаковыми. nКроме того, к субсидиарной ответственности по долгам авиакомпании могут также привлечь экс-руководителя авиакомпании Александра Бурдина, в отношении которого возбуждено уголовное дело о невыплате зарплат работникам перевозчика и растрате, а также еще одного бывшего руководителя - Дмитрия Сапрыкина.","Суд обязал экс-акционеров ""Трансаэро"" и главу МАК Анодину вернуть 50 млн рублей дивидендов",ВТБ,0,gpt-4.1,1,0.85,ok
ml_000255,"Банкротство ""Трансаэро"": кредиторы устали ждать Весь вопрос в том, какие перспективы у этой компании и как она будет развиваться"", - сказал он. nГреф добавил, что в перспективе Сбербанк намерен подать иск о банкротстве авиакомпании. ""Наш финансовый долг мы будем, конечно же, извлекать в процессе банкротства, как только мы ""просудим"" нашу задолженность.","Банкротство ""Трансаэро"": кредиторы устали ждать",Сбербанк,0,gpt-4.1,1,0.8,ok
ml_000256,"Альфа-банк приостановил обслуживание карт из-за технического сбоя Технический сбой привел к приостановке обслуживания пластиковых карт, выпущенных Альфа-банком. Картами Альфа-банка невозможно было расплатиться в магазинах и снять деньги в банкомате, говорилось в сообщении кредитной организации.",Альфа-банк приостановил обслуживание карт из-за технического сбоя,Альфа-Банк,1,gpt-4.1,1,0.99,ok
ml_000258,"«Известия»: участились случаи кражи денег с помощью сard2card-платформ Заместитель директора департамента информационной безопасности ФК «Открытие» Илья Сулоев сообщил, что банку известно о популярности использования онлайн-кошельков в криминальных целях — это связано с упрощенными процедурами идентификации пользователя и наличием различных способов ее обхода. В ВТБ рассказали, что мошенники одинаково активно используют для вывода средств как виртуальные, так и физические карты. По словам директора департамента информационной безопасности МКБ Вячеслава Касимова, банк в третьем квартале зафиксировал незначительный рост числа случаев мошенничеств с использованием card2card-переводов на виртуальные карты.",«Известия»: участились случаи кражи денег с помощью сard2card-платформ,ВТБ,0,gpt-4.1,1,0.93,ok
ml_000259,"Следователи начали проверку Eviterra В компании заявили, что билеты аннулировал ее партнер «Авиа Центр» из-за возникших между ними противоречий. «Авиа Центр», в свою очередь, опроверг эту информацию: в компании заявили, что клиентам, пострадавшим от деятельности портала, следует обращаться к владельцам сайта или в Промсвязьбанк, предоставляющий Eviterra услуги эквайринга. В Eviterra позже сообщили, что билеты на даты с 6 по 11 января будут восстановлены и вылеты по ним состоятся, в то время как по остальным билетам переговоры продолжаются.",Следователи начали проверку Eviterra,Промсвязьбанк,0,gpt-4.1,0,0.8,ok
ml_000262,"Литовский экономист: Рынки с беспокойством ждут возможных ответных действий России на санкции ЕС США объявили, что помимо предприятий, упоминаемых в списках санкций ЕС, их санкции затронут и „Лукойл“, „Сургутнефтегаз“, „Новатэк“. Среди „новичков“ находится и крупнейший банк Восточной Европы „Сбербанк“. В списке США также упоминаются банки „Банк Москвы“, „Газпромбанк“, „Россельхозбанк“, ВЭБ и ВТБ.",Литовский экономист: Рынки с беспокойством ждут возможных ответных действий России на санкции ЕС,Сбербанк,0,gpt-4.1,1,0.95,ok
ml_000263,"Банк России в июле может начать тестировать платежи по QR-коду Систему для всех клиентов 11 банков - участников системы начали внедрять в конце февраля. В ней, в частности, участвуют ВТБ, Альфа-банк, Тинькофф банк, Газпромбанк, Промсвязьбанк, Райффайзенбанк, Росбанк, Совкомбанк и другие. В дальнейшем участие в Системе быстрых платежей планируется сделать обязательным для всех банков, в том числе для крупнейшего - Сбербанка.",Банк России в июле может начать тестировать платежи по QR-коду,Совкомбанк,0,gpt-4.1,0,0.98,ok
ml_000264,"Кто и как (на самом деле) крадет персональные данные клиентов банков 5 октября Сбербанк заявил, что нашел сотрудника, пытавшегося похитить данные клиентов. Им оказался 27-летний руководитель сектора в одном из бизнес-подразделений, он сознался в содеянном.",Кто и как (на самом деле) крадет персональные данные клиентов банков,Сбербанк,1,gpt-4.1,1,0.95,ok
ml_000266,"Reuters исключил ошибку в цитате главы Газпромбанка о дочери Путина Председатель правления «Газпромбанк» Андрей Акимов Фото: Артем Коротаев/ТАСС «Г-н Акимов разговаривал с агентством Reuters под запись. Мы считаем наше изложение того, что он сказал, полностью корректным», – заявила РБК представитель Reuters.",Reuters исключил ошибку в цитате главы Газпромбанка о дочери Путина,Газпромбанк,0,gpt-4.1,0,0.97,ok
ml_000267,"Прохоров нашел партнера для покупки «Уралкалия» Мазепин родом из Белоруссии и может помочь «Уралкалию» уладить конфликт с президентом соседней страны Александром Лукашенко, отмечает издание. По информации газеты, покупку готовы кредитовать Сбербанк и ВТБ. Источник, близкий к Сулейману Керимову, уточнил, что переговоры продолжаются и Прохоров с Мазепиным не являются наиболее вероятными претендентами на пакет.",Прохоров нашел партнера для покупки «Уралкалия»,ВТБ,0,gpt-4.1,0,0.95,ok
ml_000268,"""Открытие"" и Рокетбанк сообщили о проблемах в работе /ТАСС/. Банк ""ФК Открытие"" сообщил в субботу о технических неполадках в работе своих банкоматов и обслуживании банковских карт. n""В связи техническими неполадками возможны временные перебои в работе банкоматов и операциям по картам. Наши специалисты работают над оперативным решением этой ситуации.","""Открытие"" и Рокетбанк сообщили о проблемах в работе",Банк Открытие,1,gpt-4.1,1,0.95,ok
ml_000271,"&laquo;Фактура есть, а&nbsp;воли нет&raquo; Источники, близкие к Валерию Жукову, утверждают, что он поклялся, что вернет эти 5 млн, но для того, чтобы это осуществить, нужны были деньги. Жуков выбрал самый простой способ — кредит в «МТС Банк». Жизнь обнальщика скучной не бывает: пять минут — и ты сказочно богат.","&laquo;Фактура есть, а&nbsp;воли нет&raquo;",МТС Банк,0,gpt-4.1,0,0.95,ok
ml_000273,"Онлайн-банк ВТБ временно недоступен для клиентов Обещаем, что это не займет много времени и ""ВТБ-Онлайн"" станет еще удобнее"", - отмечается в сообщении. nПоследний раз о проблемах с доступом в мобильный банк ВТБ сообщалось в начале декабря 2018 года. Тогда в колл-центре банка ТАСС поясняли, что в мобильном банке ""ВТБ-Онлайн"" проводятся технические работы.",Онлайн-банк ВТБ временно недоступен для клиентов,ВТБ,1,gpt-4.1,1,0.9,ok
ml_000274,"Сбербанк и ЦБ ведут диалог по работе в рамках системы быстрых платежей МОСКВА, 19 марта. /ТАСС/.",Сбербанк и ЦБ ведут диалог по работе в рамках системы быстрых платежей,Сбербанк,0,gpt-4.1,0,0.98,ok
ml_000275,«Почта России» раскрыла данные о зарплате руководителя госкомпании Дмитрий Страшнов занимает пост гендиректора «Почты России» с апреля 2013 года. В январе текущего года он вошел в состав наблюдательного совета публичного акционерного общества (ПАО) Почта Банк.,«Почта России» раскрыла данные о зарплате руководителя госкомпании,Почта Банк,0,gpt-4.1,0,0.95,ok
ml_000277,"Сбербанк подал иск к структуре ""Мечела"" Ранее «Мечел» не исключил подачи новых исков от кредиторов. Чистый долг «Мечела» на данный момент составляет около $8 млрд, из них $5,5 млрд приходится на Сбербанк, ВТБ и Газпромбанк. В конце сентября ВТБ также подал в Арбитражный суд Москвы иск о взыскании с «Мечела» 2,99 млрд руб.","Сбербанк подал иск к структуре ""Мечела""",ВТБ,0,gpt-4.1,0,0.85,ok
ml_000279,"Россиян предупредили о новом виде мошенничества с картами Мошенники в 80% случаев выводят денежные средства с банковских карт с помощью онлайн-сервисов по переводу денег с карты на карту (система Card2Card), пишут «Известия» со ссылкой на Сбербанк и представителей других российских банков. Сервисы перечислений с карты на карту позволяют отправить деньги по номеру карты.",Россиян предупредили о новом виде мошенничества с картами,Сбербанк,1,gpt-4.1,1,0.8,ok
ml_000280,"Перемирие на Украине и новые санкции против России 09) сообщает, что власти США и Евросоюза ввели новые санкции против России в связи с ситуацией на Украине. В новый санкционный список включены: Сбербанк, Банк Москвы, Газпромбанк, Россельхозбанк, ВЭБ и ВТБ. По информации министерства финансов США, для Газпрома и Транснефти, в частности, ужесточен доступ к зарубежному финансированию.",Перемирие на Украине и новые санкции против России,Газпромбанк,0,gpt-4.1,1,0.99,ok
ml_000281,"Индекс РТС превысил 2000 пунктов Ценные бумаги ""Лукойла"" подорожали на 2,24 процента, а привилегированные акции ""Ростелекома"" - на 2,4 процента. Накануне рынок тянули за собой вверх акции банка ВТБ, выросшие более чем на семь процентов. На торгах 13 февраля они подорожали менее чем на процент.",Индекс РТС превысил 2000 пунктов,ВТБ,0,gpt-4.1,0,0.99,ok
ml_000282,"СМИ сообщили о возможном расширении обвинения в деле Кехмана Кроме того, будет расширено обвинение в части Сбербанка, который оценивает нанесенный ему в результате махинаций ущерб в 6 млрд руб. В материалах дела также фигурируют Банк Москвы, Промсвязьбанк и другие финансовые структуры. По версии следствия, в 2010-2012 годах подконтрольная Кехману группа JFC заняла у нескольких кредитных организаций 18 млрд руб. на закупку фруктов.",СМИ сообщили о возможном расширении обвинения в деле Кехмана,Промсвязьбанк,0,gpt-4.1,1,0.85,ok
ml_000283,"Проводимые экономической полицией обыски в Петербурге связаны с масштабным мошенничеством в отношении Сбербанка Как стало известно ""Фонтанке"", уголовные дела квалифицированы по статье ""Мошенничество в особо крупном размере"". Преступления касаются незаконных переводов миллионов долларов со счетов крупных иностранных компаний на счета в Северо-Западном банке ОАО «Сбербанк России». По предварительным данным, граждане Нигерии получали крупные суммы денег в петербургских отделениях Сбербанка, используя поддельные документы.",Проводимые экономической полицией обыски в Петербурге связаны с масштабным мошенничеством в отношении Сбербанка,Сбербанк,1,gpt-4.1,1,0.95,ok
ml_000284,"Альфа-банк пожелал клиентам «всего доброго» и держаться Альфа-банк использовал для продвижения в соцсетях слова премьер-министра Дмитрия Медведева, адресованные крымским пенсионерам. На официальной странице банка в Facebook появился демотиватор, имитирующий экран банкомата.",Альфа-банк пожелал клиентам «всего доброго» и держаться,Альфа-Банк,0,gpt-4.1,0,0.99,ok
ml_000285,"Пушков: Запад не интересует судьба Украины Евросоюз с 12 сентября в рамках новой волны санкций ограничил доступ к европейским рынкам капитала для российских компаний ""Оборонпром"", ОАК, ""Уралвагонзавод"", ""Роснефть"", ""Транснефть"" и ""Газпромнефть"". Запрещено предоставлять им, а также крупнейшим российским финансовым институтам (Сбербанк, ВТБ, Газпромбанк, Россельхозбанк и Внешэкономбанк) новое финансирование на срок более 30 дней. Ранее Россия в ответ на санкции Запада ограничила импорт продовольственных товаров из стран, которые эти санкции ввели: США, государств ЕС, Канады, Австралии и Норвегии.",Пушков: Запад не интересует судьба Украины,Сбербанк,0,gpt-4.1,1,0.98,ok
ml_000290,"Банк России в июле может начать тестировать платежи по QR-коду Систему для всех клиентов 11 банков - участников системы начали внедрять в конце февраля. В ней, в частности, участвуют ВТБ, Альфа-банк, Тинькофф банк, Газпромбанк, Промсвязьбанк, Райффайзенбанк, Росбанк, Совкомбанк и другие. В дальнейшем участие в Системе быстрых платежей планируется сделать обязательным для всех банков, в том числе для крупнейшего - Сбербанка.",Банк России в июле может начать тестировать платежи по QR-коду,Райффайзенбанк,0,gpt-4.1,0,0.99,ok
ml_000292,"В Каннах представили платформу для проката кино через блокчейн Его организатором выступает компания Роскино — единственная государственная компания, занимающаяся продвижением отечественного кино за рубежом. Стратегическим партнером Роскино выступает ПАО «Сбербанк», партнерами — ПАО «Аэрофлот» и меценат Леонард Блаватник.",В Каннах представили платформу для проката кино через блокчейн,Сбербанк,0,gpt-4.1,0,0.99,ok
ml_000294,"Мошенники списали деньги со счетов 200 жителей Владивостока с помощью скимминга Специалисты выявили во Владивостоке банкомат ""Сбербанка"" со считывающим данные карт устройством, с помощью которого мошенники списали деньги со счетов около 200 жителей города, сообщает пресс-служба Дальневосточного ""Сбербанка"". ""Управлением безопасности Дальневосточного банка ОАО ""Сбербанк России"" в г. Владивостоке был выявлен банкомат с установленным на нем скимминговым устройством. В течении суток с ряда карт клиентов мошенниками были списаны денежные средства"", - говорится в сообщении.",Мошенники списали деньги со счетов 200 жителей Владивостока с помощью скимминга,Сбербанк,1,gpt-4.1,1,0.98,ok
ml_000295,"Запрет введен «в соответствии с требованиями действующего законодательства и в интересах обеспечения государственной безопасности», — пояснили в ведомстве. 2 сентября 2015 Украина ввела санкции в отношении более 400 физических и более 90 юридических лиц Под санкции сроком действия 1 год с 16 сентября попали «Аэрофлот», «Трансаэро», Газпромбанк, «Алмаз-Антей», «Лаборатория Касперского», «Первый канал», НТВ. Среди физических лиц санкции коснулись министра обороны Сергея Шойгу, главы Чечни Рамзана Кадырова, детского омбудсмена Павла Астахова, спикера Госдумы Сергея Нарышкина.",,Газпромбанк,0,gpt-4.1,1,0.98,ok
ml_000296,"Молочный комплекс за 5,7 млрд рублей ввели в эксплуатацию Тюменской области nСтроительство комплекса в Голышмановском районе совместно начали в конце 2015 года компании ГК ""Дамате"" и Danone. Проект стоимостью 5,7 млрд рублей финансируется за счет собственных средств ГК ""Дамате"", банковского финансирования со стороны АО ""Россельхозбанк"" и инвестиций компании Danone. Молочный комплекс рассчитан на 4,6 тысячи голов, основными поставщиками поголовья стали Голландия и Германия.","Молочный комплекс за 5,7 млрд рублей ввели в эксплуатацию Тюменской области",Россельхозбанк,0,gpt-4.1,0,0.99,ok
ml_000297,"В национальной платежной системе произошел новый сбой В конце марта некоторые банки предупреждали своих клиентов о возможных сбоях, связанных с переводом платежного трафика на НСПК. Так, Райффайзенбанк распространил сообщение, в котором попросил клиентов «отнестись с пониманием к глобальным для большинства российских банков изменениям и возможным неудобствам, вызванным техническими работами». В конце мая из-за технического сбоя Райффайзенбанк списывал деньги с пластиковых карт клиентов дважды.",В национальной платежной системе произошел новый сбой,Райффайзенбанк,1,gpt-4.1,1,0.98,ok
ml_000298,Читатели: Сервис «Сбербанк Онлайн» по-прежнему недоступен Читатели: Сервис «Сбербанк Онлайн» по-прежнему недоступен Читатели «Фонтанки» продолжают жаловаться на недоступный до 10 января сервис «Сбербанк Онлайн». Клиенты по-прежнему безуспешно пытаются проводить операции через систему.,Читатели: Сервис «Сбербанк Онлайн» по-прежнему недоступен,Сбербанк,1,gpt-4.1,1,0.98,ok
ml_000299,"""Банальное хищение"". Акционер банка ""Восточный"" Шерзод Юсупов о конфликте с Baring Vostok Действительно ли слияние стало возможностью спасти банк? — Если бы мы сливались с ВТБ, наверное, можно было бы рассуждать в терминах спасения. nТакой низкий запас в ""Восточном"" был из-за его собственного акта проверки с досозданием на сумму около 10 млрд рублей, который он получил сразу после подписания документов по слиянию.","""Банальное хищение"". Акционер банка ""Восточный"" Шерзод Юсупов о конфликте с Baring Vostok",ВТБ,0,gpt-4.1,1,0.8,ok
ml_000302,"СМИ: следователи планируют опросить министра Абызова Судя по тому, что силовики намерены допросить его в качестве свидетеля, видимо, нашлись доказательства того, что, в нарушение закона о госслужбе, он непосредственно контролировал деятельность холдинга и, возможно, имел отношение к пропаже банковских кредитов"", — пишет газета. По данным издания, проверку инициировал Альфа-банк, которому ""Группа Е4"" задолжала около 6 миллиардов рублей. Банк подал заявление в Главное управление экономической безопасности и противодействия коррупции (ГУЭБиПК) МВД с просьбой проверить руководство компании в рамках статьи ""Мошенничество в сфере кредитования"".",СМИ: следователи планируют опросить министра Абызова,Альфа-Банк,0,gpt-4.1,1,0.8,ok
ml_000304,"В одной корзине Опасения спецслужбы выглядят обоснованными на фоне участившихся утечек персональных данных россиян: самые громкие подобные случаи связаны с попадающими в руки мошенников базами данных клиентов различных крупных отечественных банков. Так, буквально несколько дней назад в интернете появилась информация о продаже данных 5 тысяч вкладчиков банка ВТБ. До этого сообщалось, что персональные данные клиентов Сбербанка были выгружены в поисковую выдачу «Яндекса».",В одной корзине,ВТБ,1,gpt-4.1,1,0.95,ok
ml_000307,"Сбербанк подал иск о банкротстве «Трансаэро» Росавиация, в свою очередь, порекомендовала «Трансаэро» с 1 октября остановить продажу билетов. Три кредитора «Трансаэро» — Альфа-банк, ВТБ и Сбербанк — заявили о готовности обратиться в суд с исками о банкротстве перевозчика. Глава Минэкономразвития Алексей Улюкаев подчеркивал, что банкротство «Трансаэро» — «единственно возможный вариант» решения сложившейся ситуации.",Сбербанк подал иск о банкротстве «Трансаэро»,ВТБ,0,gpt-4.1,0,0.9,ok
ml_000308,"В работе сервиса ""Сбербанк онлайн"" произошел сбой МОСКВА, 25 октября. /ТАСС/.","В работе сервиса ""Сбербанк онлайн"" произошел сбой",Сбербанк,1,gpt-4.1,1,0.98,ok
ml_000309,"Запасайтесь наличкой. В самом крупном российском банке произошел сбой У Сбербанка возникли проблемы с безналичным расчетомФото: Антон Белицкий © URA. Ru Сбербанк предупредил клиентов о временных ограничениях при использовании банковских карт. «В настоящий момент могут наблюдаться временные ограничения при использовании банковских карт», — сообщили в колл-центре Сбербанка.",Запасайтесь наличкой. В самом крупном российском банке произошел сбой,Сбербанк,0,gpt-4.1,1,0.98,ok
ml_000313,"В приложении «Сбербанк Онлайн» клиенты смогут пополнить свой пенсионный счет В приложении «Сбербанк Онлайн» теперь можно пополнить свой индивидуальный пенсионный счет, открытый в негосударственном пенсионном фонде (НПФ) Сбербанка. Функция доступна в разделе «Инвестиции и пенсии» — «Индивидуальный пенсионный план» — «Пополнить».",В приложении «Сбербанк Онлайн» клиенты смогут пополнить свой пенсионный счет,Сбербанк,0,gpt-4.1,0,1.0,ok
ml_000314,"Организация для управления программой ""Цифровая экономика"" заработает до октября 2017 года Возглавил подкомиссию первый заместитель руководителя аппарата правительства Максим Акимов. nДля управления программой создается специализированная АНО, в которую войдут госкорпорации ""Ростех"" и ""Росатом"", Сбербанк, ""Ростелеком"", ""Сколково"", Агентство стратегических инициатив, ""Яндекс"" и Mail. ru Group. Эта организация, по словам Медведева, будет формировать запросы от бизнеса, проводить мониторинг программы цифровой экономики, оценивать эффективность ее реализации и будет совещательным органом управления, принимающим некоторые стратегические и технические решения.","Организация для управления программой ""Цифровая экономика"" заработает до октября 2017 года",Сбербанк,0,gpt-4.1,0,1.0,ok
ml_000315,"Фонд ЖКХ разместил на депозитах 8,5 миллиарда рублей Об этом говорится в сообщении фонда. Согласно сообщению, победителями аукционов стали Сбербанк, банк ВТБ 24, ""Промсвязьбанк"" и банк ""Уралсиб"". Фонд ЖКХ был создан в 2007 году.","Фонд ЖКХ разместил на депозитах 8,5 миллиарда рублей",Промсвязьбанк,0,gpt-4.1,0,0.99,ok
ml_000316,"Приложение Сбербанка дало сбой В работе мобильного приложения «Сбербанк Онлайн» возник сбой, жалуются пользователи. У некоторых приложение работает с перебоями, у некоторых не работает вообще.",Приложение Сбербанка дало сбой,Сбербанк,1,gpt-4.1,1,0.98,ok
ml_000317,"Дмитрий Конов: нефтехимия при низких ценах на нефть чувствует себя лучше Строительство может занять порядка 24-28 месяцев. Будем смотреть, вместе с партнерами решать - какие дальнейшие шаги предпринять. n-nВ мае ""Газпромбанк"" сообщал, что видит в обозримой перспективе среди российских компаний 11 потенциальных эмитентов облигаций в юанях, в их числе банк назвал группу ""Сибур"". Насколько вас это интересует?",Дмитрий Конов: нефтехимия при низких ценах на нефть чувствует себя лучше,Газпромбанк,0,gpt-4.1,0,0.98,ok
